TICKET:: C8hVh7cx3y | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 276][ft: SMIL] [curTime: 1180.27][curIndex: 0 of 2][Buffer: 40.589 of 20][isBuffering: false][BW: 1112.23][Avg BW: 999.39][Peak BW: 1578.37 : Estimated RAW Max Bytes Per Second: 459245.1612903226] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 240 > 24 | DATE:: 2011-12-07 20:50:27.764006 | PORT:: 17094
TICKET:: FcHrw38h4f | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 1252][ft: SMIL] [curTime: 1228.46][curIndex: 0 of 2][Buffer: 36.958 of 20][isBuffering: false][BW: 696.49][Avg BW: 1161.75][Peak BW: 3805.73 : Estimated RAW Max Bytes Per Second: 355047.38154613465] [videoView][DEBUG]Detected FPS <1 FPS zero count 0 currentFPS: 0.50 | DATE:: 2011-12-07 20:50:45.273241 | PORT:: 17094
TICKET:: FcHrw38h4f | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 1251][ft: SMIL] [curTime: 1228.46][curIndex: 0 of 2][Buffer: 36.958 of 20][isBuffering: false][BW: 696.49][Avg BW: 1161.75][Peak BW: 3805.73 : Estimated RAW Max Bytes Per Second: 355047.38154613465] Log Status Timer | DATE:: 2011-12-07 20:50:45.274533 | PORT:: 17094
TICKET:: FcHrw38h4f | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 1252][ft: SMIL] [curTime: 1228.46][curIndex: 0 of 2][Buffer: 36.958 of 20][isBuffering: false][BW: 696.49][Avg BW: 1161.75][Peak BW: 3805.73 : Estimated RAW Max Bytes Per Second: 355047.38154613465] Displaying message - Your BW is Low: 1161.75 | DATE:: 2011-12-07 20:50:45.275450 | PORT:: 17094
TICKET:: FcHrw38h4f | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 1252][ft: SMIL] [curTime: 1228.46][curIndex: 0 of 2][Buffer: 36.958 of 20][isBuffering: false][BW: 696.49][Avg BW: 1152.33][Peak BW: 3805.73 : Estimated RAW Max Bytes Per Second: 427473.5202492212] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 139 > 24 | DATE:: 2011-12-07 20:50:45.280773 | PORT:: 17094
TICKET:: x6R7L7u9qw | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5662][ft: SMIL] [curTime: 1239.27][curIndex: 0 of 2][Buffer: 25.5 of 20][isBuffering: false][BW: 581.52][Avg BW: 586.80][Peak BW: 4359.95 : Estimated RAW Max Bytes Per Second: 424437.68996960483] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 16 > 10 | DATE:: 2011-12-07 20:50:45.308620 | PORT:: 17094
TICKET:: dXUVRcT7ua | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 166][ft: SMIL] [curTime: 1183.75][curIndex: 0 of 2][Buffer: 28.375 of 20][isBuffering: false][BW: 1318.52][Avg BW: 955.64][Peak BW: 1654.00 : Estimated RAW Max Bytes Per Second: 1074968.152866242] [videoView][DEBUG]Detected FPS <1 FPS zero count 5 currentFPS: 0.26 | DATE:: 2011-12-07 20:50:45.310138 | PORT:: 17094
TICKET:: 94vH328HEr | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 226][ft: SMIL] [curTime: 1192.25][curIndex: 0 of 2][Buffer: 335.366 of 20][isBuffering: false][BW: 1035.58][Avg BW: 1877.10][Peak BW: 4059.94 : Estimated RAW Max Bytes Per Second: 459400] [videoView][DEBUG]Detected FPS <1 FPS zero count 5 currentFPS: 0.22 | DATE:: 2011-12-07 20:50:45.366579 | PORT:: 17094
TICKET:: 94vH328HEr | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 226][ft: SMIL] [curTime: 1192.25][curIndex: 0 of 2][Buffer: 335.366 of 20][isBuffering: false][BW: 1035.58][Avg BW: 1809.92][Peak BW: 4059.94 : Estimated RAW Max Bytes Per Second: 566846.1538461539] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 624 > 24 | DATE:: 2011-12-07 20:50:45.367690 | PORT:: 17094
TICKET:: 94vH328HEr | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 226][ft: SMIL] [curTime: 1192.25][curIndex: 0 of 2][Buffer: 335.366 of 20][isBuffering: false][BW: 1035.58][Avg BW: 1877.10][Peak BW: 4059.94 : Estimated RAW Max Bytes Per Second: 459400] Displaying message - Your BW is Low: 1877.10 | DATE:: 2011-12-07 20:50:45.368332 | PORT:: 17094
TICKET:: phSHRQDBBU | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 431][ft: SMIL] [curTime: 1180.38][curIndex: 0 of 2][Buffer: 256.222 of 20][isBuffering: false][BW: 643.58][Avg BW: 739.62][Peak BW: 1613.57 : Estimated RAW Max Bytes Per Second: 377355.3191489362] Displaying message - Your BW is Low: 739.62 | DATE:: 2011-12-07 20:50:45.488913 | PORT:: 17094
TICKET:: phSHRQDBBU | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 430][ft: SMIL] [curTime: 1180.38][curIndex: 0 of 2][Buffer: 256.222 of 20][isBuffering: false][BW: 643.58][Avg BW: 739.62][Peak BW: 1613.57 : Estimated RAW Max Bytes Per Second: 377355.3191489362] Log Status Timer | DATE:: 2011-12-07 20:50:45.495697 | PORT:: 17094
TICKET:: LPHnyJvdg6 | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 713][ft: SMIL] [curTime: 1207.67][curIndex: 0 of 2][Buffer: 419.585 of 20][isBuffering: false][BW: 1012.14][Avg BW: 1102.33][Peak BW: 3159.86 : Estimated RAW Max Bytes Per Second: 481613.38289962825] [videoView][DEBUG]Detected FPS <1 FPS zero count 7 currentFPS: 0.29 | DATE:: 2011-12-07 20:50:45.519773 | PORT:: 17094
TICKET:: phSHRQDBBU | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 431][ft: SMIL] [curTime: 1180.38][curIndex: 0 of 2][Buffer: 256.222 of 20][isBuffering: false][BW: 643.58][Avg BW: 738.45][Peak BW: 1613.57 : Estimated RAW Max Bytes Per Second: 377355.3191489362] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 264 > 24 | DATE:: 2011-12-07 20:50:45.526068 | PORT:: 17094
TICKET:: dXUVRcT7ua | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 167][ft: SMIL] [curTime: 1183.80][curIndex: 0 of 2][Buffer: 29.333 of 20][isBuffering: false][BW: 1318.52][Avg BW: 955.64][Peak BW: 1654.00 : Estimated RAW Max Bytes Per Second: 1074968.152866242] [videoView][DEBUG]Detected FPS <1 FPS zero count 6 currentFPS: 0.52 | DATE:: 2011-12-07 20:50:45.534765 | PORT:: 17094
TICKET:: phSHRQDBBU | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 431][ft: SMIL] [curTime: 1180.38][curIndex: 0 of 2][Buffer: 256.222 of 20][isBuffering: false][BW: 643.58][Avg BW: 739.62][Peak BW: 1613.57 : Estimated RAW Max Bytes Per Second: 377355.3191489362] [videoView][DEBUG]Detected FPS <1 FPS zero count 3 currentFPS: 0.27 | DATE:: 2011-12-07 20:50:45.556229 | PORT:: 17094
TICKET:: dXUVRcT7ua | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 167][ft: SMIL] [curTime: 1184.01][curIndex: 0 of 2][Buffer: 30.042 of 20][isBuffering: false][BW: 1064.63][Avg BW: 942.75][Peak BW: 1654.00 : Estimated RAW Max Bytes Per Second: 483234.0425531915] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 190 > 24 | DATE:: 2011-12-07 20:50:45.650263 | PORT:: 17094
TICKET:: x6R7L7u9qw | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5664][ft: SMIL] [curTime: 1239.83][curIndex: 0 of 2][Buffer: 24.958 of 20][isBuffering: false][BW: 581.52][Avg BW: 570.37][Peak BW: 4359.95 : Estimated RAW Max Bytes Per Second: 424437.68996960483] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 16 > 10 | DATE:: 2011-12-07 20:50:45.852666 | PORT:: 17094
TICKET:: DsJBUBGFom | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5193][ft: SMIL] [curTime: 1238.48][curIndex: 0 of 2][Buffer: 38.875 of 20][isBuffering: false][BW: 503.33][Avg BW: 1647.48][Peak BW: 4692.51 : Estimated RAW Max Bytes Per Second: 506327.2727272727] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 21 > 20 | DATE:: 2011-12-07 20:50:45.987087 | PORT:: 17094
TICKET:: DsJBUBGFom | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5194][ft: SMIL] [curTime: 1241.73][curIndex: 0 of 2][Buffer: 36.167 of 20][isBuffering: false][BW: 503.33][Avg BW: 1647.48][Peak BW: 4692.51 : Estimated RAW Max Bytes Per Second: 506327.2727272727] Displaying message - Your BW is Low: 1647.48 | DATE:: 2011-12-07 20:50:46.013867 | PORT:: 17094
TICKET:: DsJBUBGFom | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5194][ft: SMIL] [curTime: 1241.73][curIndex: 0 of 2][Buffer: 36.167 of 20][isBuffering: false][BW: 503.33][Avg BW: 1663.68][Peak BW: 4692.51 : Estimated RAW Max Bytes Per Second: 506327.2727272727] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 21 > 20 | DATE:: 2011-12-07 20:50:46.020861 | PORT:: 17094
TICKET:: dXUVRcT7ua | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 169][ft: SMIL] [curTime: 1184.45][curIndex: 0 of 2][Buffer: 32.894 of 20][isBuffering: false][BW: 994.01][Avg BW: 942.83][Peak BW: 1654.00 : Estimated RAW Max Bytes Per Second: 426956.3758389262] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 311 > 24 | DATE:: 2011-12-07 20:50:46.244313 | PORT:: 17094
TICKET:: x6R7L7u9qw | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5667][ft: SMIL] [curTime: 1240.39][curIndex: 0 of 2][Buffer: 24.416 of 20][isBuffering: false][BW: 581.52][Avg BW: 562.76][Peak BW: 4359.95 : Estimated RAW Max Bytes Per Second: 424437.68996960483] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 16 > 10 | DATE:: 2011-12-07 20:50:46.398532 | PORT:: 17094
TICKET:: DsJBUBGFom | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5196][ft: SMIL] [curTime: 1242.33][curIndex: 0 of 2][Buffer: 35.024 of 20][isBuffering: false][BW: 503.33][Avg BW: 1663.68][Peak BW: 4692.51 : Estimated RAW Max Bytes Per Second: 506327.2727272727] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 17 > 10 | DATE:: 2011-12-07 20:50:46.421072 | PORT:: 17094
TICKET:: x75YxvnpiY | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 1993][ft: SMIL] [curTime: 1236.13][curIndex: 0 of 2][Buffer: 35.311 of 20][isBuffering: false][BW: 1083.67][Avg BW: 1231.05][Peak BW: 4208.62 : Estimated RAW Max Bytes Per Second: 402057.97101449274] [videoView][DEBUG]Detected FPS <1 FPS zero count 3 currentFPS: 0.30 | DATE:: 2011-12-07 20:50:46.564469 | PORT:: 17094
TICKET:: x75YxvnpiY | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 1993][ft: SMIL] [curTime: 1236.13][curIndex: 0 of 2][Buffer: 35.311 of 20][isBuffering: false][BW: 1083.67][Avg BW: 1231.05][Peak BW: 4208.62 : Estimated RAW Max Bytes Per Second: 402057.97101449274] Displaying message - Your BW is Low: 1231.05 | DATE:: 2011-12-07 20:50:46.565270 | PORT:: 17094
TICKET:: x75YxvnpiY | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 1993][ft: SMIL] [curTime: 1236.13][curIndex: 0 of 2][Buffer: 35.311 of 20][isBuffering: false][BW: 1083.67][Avg BW: 1216.06][Peak BW: 4208.62 : Estimated RAW Max Bytes Per Second: 579024.1379310344] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 62 > 24 | DATE:: 2011-12-07 20:50:46.566362 | PORT:: 17094
TICKET:: bfuyWAXs45 | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 72][ft: SMIL] [curTime: 1180.21][curIndex: 0 of 2][Buffer: 61.298 of 20][isBuffering: false][BW: 1103.65][Avg BW: 1053.74][Peak BW: 1587.28 : Estimated RAW Max Bytes Per Second: 380544.44444444444] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 276 > 24 | DATE:: 2011-12-07 20:50:46.733622 | PORT:: 17094
TICKET:: bfuyWAXs45 | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 72][ft: SMIL] [curTime: 1180.21][curIndex: 0 of 2][Buffer: 61.298 of 20][isBuffering: false][BW: 1103.65][Avg BW: 1062.75][Peak BW: 1587.28 : Estimated RAW Max Bytes Per Second: 1070204.5454545454] Displaying message - Your BW is Low: 1062.75 | DATE:: 2011-12-07 20:50:46.737799 | PORT:: 17094
TICKET:: UDVJBQn9g8 | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 363][ft: SMIL] [curTime: 1211.46][curIndex: 0 of 2][Buffer: 428.435 of 20][isBuffering: false][BW: 1049.02][Avg BW: 1030.02][Peak BW: 4228.21 : Estimated RAW Max Bytes Per Second: 446096.34551495017] Displaying message - Your BW is Low: 1030.02 | DATE:: 2011-12-07 20:50:46.906006 | PORT:: 17094
TICKET:: DsJBUBGFom | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5198][ft: SMIL] [curTime: 1242.83][curIndex: 0 of 2][Buffer: 34.514 of 20][isBuffering: false][BW: 503.33][Avg BW: 1679.89][Peak BW: 4692.51 : Estimated RAW Max Bytes Per Second: 506327.2727272727] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 17 > 10 | DATE:: 2011-12-07 20:50:46.927157 | PORT:: 17094
TICKET:: x6R7L7u9qw | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5669][ft: SMIL] [curTime: 1240.94][curIndex: 0 of 2][Buffer: 23.875 of 20][isBuffering: false][BW: 581.52][Avg BW: 562.76][Peak BW: 4359.95 : Estimated RAW Max Bytes Per Second: 424437.68996960483] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 16 > 10 | DATE:: 2011-12-07 20:50:46.937945 | PORT:: 17094
TICKET:: UDVJBQn9g8 | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 363][ft: SMIL] [curTime: 1211.46][curIndex: 0 of 2][Buffer: 428.435 of 20][isBuffering: false][BW: 1049.02][Avg BW: 1030.02][Peak BW: 4228.21 : Estimated RAW Max Bytes Per Second: 446096.34551495017] [videoView][DEBUG]Detected FPS <1 FPS zero count 10 currentFPS: 0.48 | DATE:: 2011-12-07 20:50:46.962677 | PORT:: 17094
TICKET:: UDVJBQn9g8 | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 363][ft: SMIL] [curTime: 1211.46][curIndex: 0 of 2][Buffer: 428.435 of 20][isBuffering: false][BW: 1049.02][Avg BW: 974.15][Peak BW: 4228.21 : Estimated RAW Max Bytes Per Second: 444880.14311270125] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 647 > 24 | DATE:: 2011-12-07 20:50:46.979386 | PORT:: 17094
TICKET:: C8hVh7cx3y | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 291][ft: SMIL] [curTime: 1199.04][curIndex: 0 of 2][Buffer: 29.415 of 20][isBuffering: false][BW: 1071.70][Avg BW: 931.11][Peak BW: 1578.37 : Estimated RAW Max Bytes Per Second: 349046.9387755102] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 132 > 24 | DATE:: 2011-12-07 20:50:47.047748 | PORT:: 17094
TICKET:: C8hVh7cx3y | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 291][ft: SMIL] [curTime: 1199.04][curIndex: 0 of 2][Buffer: 29.415 of 20][isBuffering: false][BW: 1071.70][Avg BW: 931.11][Peak BW: 1578.37 : Estimated RAW Max Bytes Per Second: 349046.9387755102] Displaying message - Your BW is Low: 931.11 | DATE:: 2011-12-07 20:50:47.060117 | PORT:: 17094
TICKET:: MtSpHrjDkc | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 41][ft: SMIL] [curTime: 1186.83][curIndex: 0 of 2][Buffer: 61.583 of 20][isBuffering: false][BW: 1065.37][Avg BW: 774.35][Peak BW: 1298.52 : Estimated RAW Max Bytes Per Second: 408582.6923076923] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 100 > 24 | DATE:: 2011-12-07 20:50:47.099050 | PORT:: 17094
TICKET:: 3Fkqzr9gGU | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 430][ft: SMIL] [curTime: 1198.75][curIndex: 0 of 2][Buffer: 41.734 of 20][isBuffering: false][BW: 1364.51][Avg BW: 1273.03][Peak BW: 1896.57 : Estimated RAW Max Bytes Per Second: 489904.21455938695] Displaying message - Your BW is Low: 1273.03 | DATE:: 2011-12-07 20:50:47.126018 | PORT:: 17094
TICKET:: 3Fkqzr9gGU | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 430][ft: SMIL] [curTime: 1198.75][curIndex: 0 of 2][Buffer: 41.734 of 20][isBuffering: false][BW: 631.44][Avg BW: 1243.21][Peak BW: 1896.57 : Estimated RAW Max Bytes Per Second: 417434.13173652696] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 106 > 24 | DATE:: 2011-12-07 20:50:47.148645 | PORT:: 17094
TICKET:: bfuyWAXs45 | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 74][ft: SMIL] [curTime: 1180.75][curIndex: 0 of 2][Buffer: 60.756 of 20][isBuffering: false][BW: 1103.65][Avg BW: 1070.88][Peak BW: 1587.28 : Estimated RAW Max Bytes Per Second: 380544.44444444444] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 316 > 24 | DATE:: 2011-12-07 20:50:47.240293 | PORT:: 17094
TICKET:: cnbz5Wa77u | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 668][ft: SMIL] [curTime: 1210.75][curIndex: 0 of 2][Buffer: 25.208 of 20][isBuffering: false][BW: 1146.92][Avg BW: 926.73][Peak BW: 3371.18 : Estimated RAW Max Bytes Per Second: 412757.8616352201] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 128 > 24 | DATE:: 2011-12-07 20:50:47.345568 | PORT:: 17094
TICKET:: 3Fkqzr9gGU | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 431][ft: SMIL] [curTime: 1199.00][curIndex: 0 of 2][Buffer: 41.484 of 20][isBuffering: false][BW: 631.44][Avg BW: 1243.21][Peak BW: 1896.57 : Estimated RAW Max Bytes Per Second: 417434.13173652696] [videoView][DEBUG]Detected FPS <1 FPS zero count 0 currentFPS: 0.74 | DATE:: 2011-12-07 20:50:47.356963 | PORT:: 17094
TICKET:: cnbz5Wa77u | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 668][ft: SMIL] [curTime: 1210.75][curIndex: 0 of 2][Buffer: 25.208 of 20][isBuffering: false][BW: 1146.92][Avg BW: 893.72][Peak BW: 3371.18 : Estimated RAW Max Bytes Per Second: 552380.1369863014] Displaying message - Your BW is Low: 893.72 | DATE:: 2011-12-07 20:50:47.359699 | PORT:: 17094
TICKET:: DsJBUBGFom | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5201][ft: SMIL] [curTime: 1243.33][curIndex: 0 of 2][Buffer: 34.049 of 20][isBuffering: false][BW: 503.33][Avg BW: 1696.09][Peak BW: 4692.51 : Estimated RAW Max Bytes Per Second: 506327.2727272727] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 19 > 10 | DATE:: 2011-12-07 20:50:47.436593 | PORT:: 17094
TICKET:: C8hVh7cx3y | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 292][ft: SMIL] [curTime: 1199.58][curIndex: 0 of 2][Buffer: 28.873 of 20][isBuffering: false][BW: 1071.70][Avg BW: 929.53][Peak BW: 1578.37 : Estimated RAW Max Bytes Per Second: 349046.9387755102] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 115 > 24 | DATE:: 2011-12-07 20:50:47.490271 | PORT:: 17094
TICKET:: x6R7L7u9qw | MESSAGE:: [FP: WIN 11,1,102,55][ver: 0.2.48][Pt: 5672][ft: SMIL] [curTime: 1241.45][curIndex: 0 of 2][Buffer: 23.291 of 20][isBuffering: false][BW: 581.52][Avg BW: 562.76][Peak BW: 4359.95 : Estimated RAW Max Bytes Per Second: 424437.68996960483] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 16 > 10 | DATE:: 2011-12-07 20:50:47.504456 | PORT:: 17094
TICKET:: LLycLyiiiN | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 300][ft: SMIL] [curTime: 1200.04][curIndex: 0 of 2][Buffer: 41.917 of 20][isBuffering: false][BW: 700.27][Avg BW: 933.34][Peak BW: 1639.52 : Estimated RAW Max Bytes Per Second: 407441.92634560907] [videoView][DEBUG]Detected FPS <1 FPS zero count 0 currentFPS: 0.76 | DATE:: 2011-12-07 20:50:47.561077 | PORT:: 17094
TICKET:: LLycLyiiiN | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 300][ft: SMIL] [curTime: 1200.04][curIndex: 0 of 2][Buffer: 41.917 of 20][isBuffering: false][BW: 700.27][Avg BW: 933.34][Peak BW: 1639.52 : Estimated RAW Max Bytes Per Second: 407441.92634560907] Displaying message - Your BW is Low: 933.34 | DATE:: 2011-12-07 20:50:47.562001 | PORT:: 17094
TICKET:: LLycLyiiiN | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 300][ft: SMIL] [curTime: 1200.04][curIndex: 0 of 2][Buffer: 41.917 of 20][isBuffering: false][BW: 787.24][Avg BW: 916.27][Peak BW: 1639.52 : Estimated RAW Max Bytes Per Second: 390227.1468144044] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 379 > 24 | DATE:: 2011-12-07 20:50:47.570340 | PORT:: 17094
TICKET:: MtSpHrjDkc | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 43][ft: SMIL] [curTime: 1187.93][curIndex: 0 of 2][Buffer: 60.958 of 20][isBuffering: false][BW: 1065.37][Avg BW: 788.91][Peak BW: 1298.52 : Estimated RAW Max Bytes Per Second: 408582.6923076923] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 97 > 24 | DATE:: 2011-12-07 20:50:47.620751 | PORT:: 17094
TICKET:: 3Fkqzr9gGU | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 432][ft: SMIL] [curTime: 1199.40][curIndex: 0 of 2][Buffer: 41.151 of 20][isBuffering: false][BW: 44.01][Avg BW: 1194.44][Peak BW: 1896.57 : Estimated RAW Max Bytes Per Second: 417434.13173652696] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 119 > 24 | DATE:: 2011-12-07 20:50:47.689412 | PORT:: 17094
TICKET:: bfuyWAXs45 | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 76][ft: SMIL] [curTime: 1181.34][curIndex: 0 of 2][Buffer: 60.215 of 20][isBuffering: false][BW: 1103.65][Avg BW: 1088.02][Peak BW: 1587.28 : Estimated RAW Max Bytes Per Second: 380544.44444444444] [OSMF] [INFO] [org.osmf.net.rtmpstreaming.DroppedFramesRule] getNewIndex() - about to return: 0, detail=Average droppedFPS of 428 > 24 | DATE:: 2011-12-07 20:50:47.801682 | PORT:: 17094
TICKET:: LLycLyiiiN | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 301][ft: SMIL] [curTime: 1200.50][curIndex: 0 of 2][Buffer: 41.458 of 20][isBuffering: false][BW: 787.24][Avg BW: 916.27][Peak BW: 1639.52 : Estimated RAW Max Bytes Per Second: 390227.1468144044] [videoView][DEBUG]Detected FPS <1 FPS zero count 1 currentFPS: 0.75 | DATE:: 2011-12-07 20:50:47.872419 | PORT:: 17094
TICKET:: C8hVh7cx3y | MESSAGE:: [FP: LNX 10,3,183,7][ver: 0.2.48][Pt: 294][ft: SMIL] [curTime: 1200.33][curIndex: 0 of 2][Buffer: 28.415 of 20][isBuffering: false][BW: 1071.70][Avg BW: 929.82][Peak BW: 1578.37 : Estimated RAW Max Bytes Per Second: 349046.9387755102] Displaying message - Your BW is Low: 929.82 | DATE:: 2011-12-07 20:50:47.986509 | PORT:: 17094
